geometry,EMERGENCIA,AREA_HA,SHAPE_Length,SHAPE_Area_left,RULEID,index_right,DeCodigo,DeNombre,DeArea,DeNorma,SHAPE_Leng,SHAPE_Area_right
POINT (-73.40313383022391 -0.4952834399087358),Inundación,84.6579107934,0.05122486703,6.876975e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-73.60680479263534 -0.4893226703233263),Inundación,68.2748234411,0.03583832496,5.546527e-05,1,26.0,91,['Amazonas'],107982.504784,Constitución Política de Colombia 1991,2795294.77743,107982504784.0
POINT (-73.40465562223605 -0.4795281981220486),Inundación,66.6323152243,0.04160385827,5.412702e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.40286671495248 -0.567119887522617),Inundación,"1,009.47993021",0.79596435475,0.00082012302,1,,91,['Amazonas'],107982.504784,Constitución Política de Colombia 1991,2795294.77743,107982504784.0
POINT (-73.66166150955847 -0.4515840721653304),Inundación,50.2507001458,0.03432921004,4.082319e-05,1,26.0,91,['Amazonas'],107982.504784,Constitución Política de Colombia 1991,2795294.77743,107982504784.0
POINT (-74.53429923709906 -0.3968141939425408),Inundación,33.0240231813,0.02427705286,2.682792e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.66139212725635 -0.3750455852058638),Inundación,245.304759511,0.16038886582,0.00019928135,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-73.68383265966186 -0.3581921004245062),Inundación,203.412357817,0.18281011752,0.0001652493,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-73.99744484824616 -0.302446912936927),Inundación,407.058198551,0.15278206961,0.00033070154,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.07557073623734 -0.2486747844334964),Inundación,44.9947090241,0.03139373681,3.655444e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-75.0522047599372 -0.158911554082496),Inundación,"8,213.25739455",6.11039034065,0.00667041753,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.15228515469492 -0.2251594403801842),Inundación,99.9918994947,0.04824258866,8.123478e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.8238071746758 -0.1767582221340113),Inundación,36.4527087362,0.0239780482,2.960959e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.22973820072843 -0.1547527330238561),Inundación,639.942076385,0.28348631263,0.0005198928,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.30468983198467 -0.1243034789233481),Inundación,27.6653112844,0.02915243103,2.247524e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.9097327585004 -0.1118263957075217),Inundación,160.48081192,0.09711518296,0.0001303486,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.27657834145398 -0.118133319380681),Inundación,220.040748609,0.16813867817,0.00017876126,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.62560178827208 -0.095850234021413),Inundación,49.0276473309,0.03131890761,3.982688e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.60592202084139 -0.0969764041581962),Inundación,184.098540264,0.07437725897,0.0001495507,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.5687359246004 -0.0904359614242104),Inundación,64.0627473209,0.04487668607,5.204136e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.31497980276419 -0.0798554261131744),Inundación,27.197931358,0.02777650155,2.209548e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.27081028196895 -0.0773820324467636),Inundación,81.9467702108,0.07408526526,6.657358e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.62464725323953 -0.0780199843655214),Inundación,128.030989046,0.05857283226,0.00010400406,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.65581841656423 -0.0639912596955319),Inundación,64.6696994753,0.03452832185,5.253288e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.31141673104075 -0.0613161856369309),Inundación,26.7339975117,0.01761671849,2.170881e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.27869634114846 -0.0599462551845243),Inundación,61.8810271762,0.04067578793,5.025048e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.59130995153342 -0.0657558393704292),Inundación,126.283034077,0.06845837505,0.00010258522,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.57739859447328 -0.0609767967812871),Inundación,167.166850293,0.08065627439,0.00013579751,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.56054264103969 -0.0492915941140427),Inundación,26.1425171963,0.01951415749,2.12369e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.62271532252278 -0.0509389840082161),Inundación,122.842581336,0.05767416624,9.978935e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.15196026837484 -0.0453529936569118),Inundación,52.7568559314,0.0381015405,4.284498e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.29483197825904 -0.0397745957420682),Inundación,55.2939892464,0.04304328512,4.490093e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.28734835177646 -0.0464385970806307),Inundación,51.501528339,0.06635691901,4.183975e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-75.25870369373028 -0.0375096971684223),Inundación,101.742018594,0.06244997369,8.262078e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.51235304125308 -0.0282805540753453),Inundación,97.0267150016,0.05286409898,7.877562e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.27115785407594 -0.0236481377753361),Inundación,387.101395442,0.12684191461,0.00031434726,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.75566544782407 -0.0112848670475153),Inundación,46.0429232681,0.03447379715,3.740041e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.66533434335894 -0.0224074741128928),Inundación,507.266961612,0.21724136387,0.00041206458,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.60796783469151 0.032719336967859),Inundación,31.3474664235,0.03666963925,2.544868e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.74363004746073 0.0583629328424673),Inundación,"1,771.48408879",0.74224509071,0.00143794378,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.70202145589118 0.0377502806646034),Inundación,85.028432261,0.06352174846,6.906961e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.70067676098385 0.0948684017939856),Inundación,34.8380396269,0.03731810455,2.82994e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.8631075211329 0.1400339927416452),Inundación,35.1298554363,0.03276839325,2.851199e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.25607094273855 0.1436179171665376),Inundación,26.6196745556,0.018373679,2.161692e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.35581766743736 0.1615142131590595),Inundación,29.698690981,0.02111461833,2.411549e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.21319692227512 0.1807811816838941),Inundación,89.5236225776,0.13871856593,7.271348e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.75175522534809 0.2212108802811243),Inundación,144.032757708,0.06831570216,0.00011699803,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-75.91601048177384 0.1747914536662738),Inundación,623.312913034,0.47628488861,0.00050586261,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.41906234397776 0.2366625069970755),Inundación,91.5488697251,0.04256934622,7.425075e-05,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.95652190660746 0.2401873098186069),Inundación,35.7852954615,0.02843349455,2.906565e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.33363335821593 0.2391954511336282),Inundación,61.3253740975,0.05397921954,4.981325e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.96254163865787 0.2447437125586025),Inundación,28.6131543163,0.02324913269,2.32402e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-75.9659362116641 0.2380711773330456),Inundación,130.319211394,0.11113034173,0.00010575766,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.8363949385535 0.2587183553589477),Inundación,"1,006.57512994",0.58282048246,0.00081585126,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.41186387084748 0.2361372470552859),Inundación,35.0869088573,0.06149222298,2.850128e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-74.70799535585286 0.2436017860943185),Inundación,76.8430954183,0.05558053865,6.242096e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-73.43041602540812 0.2413187025781408),Inundación,49.9685764526,0.08848839303,4.059005e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-76.76788497210707 0.2477698478025054),Inundación,35.6480256895,0.03645928644,2.88968e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.56017673126847 0.24603655842753),Inundación,149.245527232,0.07314262618,0.00012102042,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.85268618597583 0.251005695181254),Inundación,32.0477470293,0.0337161293,2.597467e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.4376697828424 0.2527101598458159),Inundación,119.989544578,0.10666135169,9.731507e-05,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.90595833580565 0.257933752315195),Inundación,208.993343198,0.10085167446,0.00016975399,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-75.99177454322657 0.2569165732468912),Inundación,224.267539615,0.06170075232,0.00018199406,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.63672527890685 0.259663231399643),Inundación,73.2417260593,0.1030897257,5.938339e-05,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.66089740597323 0.2720665527763239),Inundación,49.5798662905,0.06445004497,4.019719e-05,1,,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.3966276068161 0.0963117191467391),Inundación,"1,262.6013626",2.40513345037,0.00102559809,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-76.98882161389261 0.2987368217704828),Inundación,"2,771.38358189",1.67628856352,0.00224567895,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.8409391968191 0.2793151657359897),Inundación,26.415265587,0.01958499957,2.141003e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.7850912895973 0.2804208637548237),Inundación,56.9205301035,0.02934510259,4.61394e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.70708780135762 0.2771195720897364),Inundación,79.5605259118,0.12624607163,6.449951e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.93101707946977 0.2862878260345841),Inundación,32.0076542916,0.02309464358,2.593874e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.77138416600212 0.2858622944349056),Inundación,140.538431493,0.0617894087,0.00011392215,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.8797274078003 0.2911771461741874),Inundación,30.9536809126,0.02485689885,2.508686e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.75439114005826 0.2911437507140052),Inundación,37.7897222567,0.02491916062,3.063368e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.97653977873796 0.2926335668662711),Inundación,47.1322556218,0.02590839991,3.828166e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-77.06068289557619 0.293473820281169),Inundación,49.6981385638,0.04104210713,4.026564e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.4620113034765 0.2990958455611617),Inundación,43.0131791043,0.03228106584,3.492422e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.817213617012 0.2964452594167254),Inundación,87.6046364789,0.04161538541,7.100802e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.78307980851241 0.2948742694168133),Inundación,99.1769901086,0.05444926009,8.039257e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.77181438666422 0.3014426995136306),Inundación,59.2201698268,0.03469899326,4.800462e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.74745162685154 0.3008218990952008),Inundación,31.9220590299,0.02557369281,2.587746e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.97229143014304 0.3023415374541222),Inundación,64.9304371455,0.0663001151,5.261534e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.79874730755063 0.3034312356682597),Inundación,100.655647403,0.06931644469,8.15891e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.4423576272728 0.30035691441004),Inundación,31.1986623001,0.04630977847,2.534328e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-77.0092020661661 0.3119735340240769),Inundación,39.1455677039,0.02913993715,3.171892e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.00361859671577 0.3119397726607314),Inundación,63.6503032333,0.04141795598,5.165201e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.74624522554427 0.2836341661387571),Inundación,248.378270264,0.29967270728,0.00020134669,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.84151073571418 0.3168763193389394),Inundación,27.8939484591,0.02799618788,2.260858e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.46333186533904 0.3168997117862542),Inundación,35.0354594735,0.06235451263,2.846025e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-73.47952033418069 0.3222644317249712),Inundación,25.2456008332,0.03224840482,2.050782e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-76.10165732459551 0.3284434846028277),Inundación,39.6964230289,0.03123285334,3.220974e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.88965831791751 0.3277671393867997),Inundación,28.4407511348,0.02699110608,2.30499e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.01448003613359 0.3274074599328354),Inundación,75.9952291658,0.058534742,6.172356e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.9059451333582 0.3329100565220348),Inundación,36.5949188543,0.02567126902,2.965765e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.86759569016375 0.337920355406538),Inundación,74.7712137008,0.04032572062,6.060093e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.85386961202943 0.3341460077561287),Inundación,76.6019080309,0.04678714522,6.208611e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.79988148934046 0.3396774727234643),Inundación,38.5754815587,0.02131842863,3.126843e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.03197798358255 0.3398882438171414),Inundación,26.2684800433,0.02769672566,2.133515e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.02686363468017 0.3368666318015879),Inundación,41.5993971833,0.03879575199,3.370622e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.93137056171243 0.3413470094364402),Inundación,35.6222740717,0.02195976786,2.886813e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.91132524312471 0.3436610444618389),Inundación,30.7823289734,0.02139848719,2.494674e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.81827809307963 0.3474343845431469),Inundación,35.8658617984,0.02163734116,2.90712e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.46914240310072 0.3479446198523665),Inundación,53.9809193634,0.04444674713,4.382933e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.80614556430625 0.35239538445531),Inundación,28.8490082699,0.02574339335,2.338415e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-73.49481738366474 0.3466783934275165),Inundación,87.8869583286,0.07248707367,7.139399e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-75.41787612063294 0.3527030729476778),Inundación,40.9090594607,0.02677827514,3.321719e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.96280288101147 0.3572787191276564),Inundación,31.2391247872,0.02580270444,2.531469e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.9419044017293 0.3555249659224627),Inundación,69.033545564,0.03311445098,5.594353e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.03523992221916 0.3575821197683212),Inundación,83.2951695505,0.04617023124,6.765199e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.05508227173804 0.3604564995423591),Inundación,29.9699326239,0.03521423813,2.428217e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.10606730748836 0.3486783299388073),Inundación,47.9231707274,0.07255044378,3.882453e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.91333395161277 0.3657299508597839),Inundación,25.8820847999,0.0181866246,2.097544e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.49857130292082 0.355885294275412),Inundación,231.555750035,0.12191715565,0.00018800502,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.80717814259083 0.3666512861452091),Inundación,46.3952217493,0.02858131271,3.760658e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.5991907365832 0.366488173445963),Inundación,43.5965456548,0.02875779079,3.539378e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.05057818361541 0.3647393224078932),Inundación,52.5298521479,0.06192233685,4.256099e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.03373983128374 0.3691786568932656),Inundación,60.8898219005,0.04838766123,4.933598e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.96982693525226 0.3689907167733116),Inundación,60.1935183668,0.05385630877,4.877739e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.01851876318679 0.3715754563210064),Inundación,37.1385612233,0.02225664358,3.016412e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.51833173452263 0.3738300700806151),Inundación,44.9746742135,0.03359743018,3.651533e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.10443977335251 0.348656090644264),Inundación,"2,397.51638543",1.26654046125,0.00194534409,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.86644691225293 0.3740856572995573),Inundación,28.5272565183,0.02477000186,2.312104e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.54804627616757 0.3739831487541922),Inundación,48.1303375426,0.03787811818,3.90764e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.44536983516285 0.3595707899885433),Inundación,540.162379722,0.29516273482,0.00043858939,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.58561202221205 0.3782315177041864),Inundación,31.1905752593,0.02691551843,2.532237e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.43213271509501 0.3721409676748335),Inundación,128.494429945,0.05731837268,0.00010433343,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.94359536767892 0.3785694051122991),Inundación,31.7397104214,0.01878428674,2.572127e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.02182426674587 0.377973670874965),Inundación,37.7064864376,0.02768778503,3.055237e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.648950274324 0.7105211848224694),Inundación,"35,028.6400848",19.3078961712,0.02840199561,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-75.02259440812593 0.3837766222094258),Inundación,79.0484619176,0.0371930433,6.420349e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-74.97111038862327 0.3871299335255255),Inundación,29.5650358012,0.02584749583,2.401355e-05,1,2.0,18,['Caquetá'],92709.0748512,Constitución Política de Colombia 1991,2352171.8554,92709074851.2
POINT (-76.4558950873258 0.3872338278207029),Inundación,26.5645113527,0.02491210584,2.154431e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-76.92238900118538 0.3871134483951939),Inundación,67.2499597595,0.03643726718,5.450019e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.28291520342836 0.3785040136084148),Inundación,52.9848993983,0.1427982707,4.291083e-05,1,30.0,52,['Nariño'],31505.8470222,Ley No. 1 de 1904,1438056.07509,31505847022.2
POINT (-75.57007085551389 0.3905248304896509),Inundación,26.395198605,0.02913712937,2.142953e-05,1,25.0,86,['Putumayo'],25700.4383409,Constitución Política de Colombia 1991,1411061.31273,25700438340.9
POINT (-77.3205222394794 0.391364518013438),Inundación,37.0133086896,0.02096813805,2.997375e-05,1,30.0,52,['Nariño'],31505.8470222,Ley No. 1 de 1904,1438056.07509,31505847022.2
POINT (-77.11805524185786 0.3894061991313493),Inundación,76.3998392632,0.0594703989,6.18935e-05,1,30.0,52,['Nariño'],31505.8470222,Ley No. 1 de 1904,1438056.07509,31505847022.2
POINT (-77.12771262347425 0.3914181718332589),Inundación,29.4592875011,0.02777240265,2.386531e-05,1,30.0,52,['Nariño'],31505.8470222,Ley No. 1 de 1904,1438056.07509,31505847022.2
